1 -2  1 0
9308 -1.9970319  0.99924237 2814
9309 -1.9970322  0.99924246 2814
9310 -1.9970317  0.99924233 2815
9311 -1.9970302  0.99924197 2816
9312 -1.9970305  0.99924205 2816
9313 -1.9970309  0.99924214 2816
9314 -1.9970312  0.99924222 2816
9315 -1.9970311  0.9992422 2817
9316 -1.997031  0.99924216 2818
9317 -1.9970313  0.99924225 2818
9318 -1.9970316  0.99924233 2818
9319 -1.9970319  0.99924241 2818
9320 -1.9970322  0.99924249 2818
9321 -1.9970326  0.99924257 2818
9322 -1.9970329  0.99924265 2818
9323 -1.9970332  0.99924273 2818
9324 -1.9970321  0.99924245 2820
9325 -1.9970324  0.99924253 2820
9326 -1.9970327  0.99924261 2820
9327 -1.997033  0.99924269 2820
9328 -1.9970322  0.99924249 2821
9329 -1.9970303  0.99924203 2821
9330 -1.99703  0.99924195 2822
9331 -1.9970303  0.99924203 2822
9332 -1.9970306  0.99924211 2822
9333 -1.9970308  0.99924216 2823
9334 -1.9970305  0.99924209 2824
9335 -1.9970309  0.99924217 2824
9336 -1.9970299  0.99924193 2825
9337 -1.9970301  0.99924198 2826
9338 -1.9970304  0.99924206 2826
9339 -1.9970307  0.99924214 2826
9340 -1.9970302  0.999242 2827
9341 -1.9970301  0.99924199 2828
9342 -1.9970304  0.99924207 2828
9343 -1.9970307  0.99924215 2828
9344 -1.9970311  0.99924223 2828
9345 -1.9970314  0.99924232 2828
9346 -1.9970317  0.9992424 2828
9347 -1.997032  0.99924248 2828
9348 -1.9970323  0.99924256 2828
9349 -1.9970326  0.99924264 2828
9350 -1.997033  0.99924272 2828
9351 -1.9970333  0.9992428 2828
9352 -1.9970336  0.99924288 2828
9353 -1.9970339  0.99924296 2828
9354 -1.9970342  0.99924304 2828
9355 -1.9970345  0.99924313 2828
9356 -1.9970349  0.99924321 2828
9357 -1.9970352  0.99924329 2828
9358 -1.9970355  0.99924337 2828
9359 -1.997035  0.99924325 2829
9360 -1.9970353  0.99924332 2830
9361 -1.9970356  0.9992434 2830
9362 -1.997035  0.99924326 2833
9363 -1.9970332  0.99924281 2833
9364 -1.9970314  0.99924236 2833
9365 -1.9970296  0.9992419 2833
9366 -1.9970278  0.99924145 2833
9367 -1.997026  0.999241 2833
9368 -1.9970256  0.99924091 2834
9369 -1.9970259  0.99924099 2834
9370 -1.9970262  0.99924107 2834
9371 -1.9970266  0.99924115 2834
9372 -1.9970269  0.99924123 2834
9373 -1.9970272  0.99924132 2834
9374 -1.9970275  0.9992414 2834
9375 -1.9970278  0.99924148 2834
9376 -1.9970281  0.99924156 2834
9377 -1.9970285  0.99924164 2834
9378 -1.9970283  0.99924159 2836
9379 -1.9970286  0.99924167 2836
9380 -1.9970288  0.99924173 2837
9381 -1.997027  0.99924128 2837
9382 -1.9970252  0.99924082 2837
9383 -1.9970248  0.99924074 2838
9384 -1.9970251  0.99924082 2838
9385 -1.9970255  0.9992409 2838
9386 -1.9970258  0.99924099 2838
9387 -1.9970261  0.99924107 2838
9388 -1.9970264  0.99924115 2838
9389 -1.9970267  0.99924123 2838
9390 -1.997027  0.99924131 2838
9391 -1.9970274  0.99924139 2838
9392 -1.9970277  0.99924147 2838
9393 -1.997028  0.99924155 2838
9394 -1.9970282  0.9992416 2840
9395 -1.9970285  0.99924168 2840
9396 -1.9970288  0.99924176 2840
9397 -1.9970291  0.99924184 2840
9398 -1.9970295  0.99924192 2840
9399 -1.9970298  0.999242 2840
9400 -1.9970301  0.99924209 2840
9401 -1.9970304  0.99924217 2840
9402 -1.9970307  0.99924225 2840
9403 -1.997031  0.99924233 2840
9404 -1.9970314  0.99924241 2840
9405 -1.9970317  0.99924249 2840
9406 -1.997032  0.99924257 2840
9407 -1.9970323  0.99924265 2840
9408 -1.9970326  0.99924273 2840
9409 -1.9970329  0.99924281 2840
9410 -1.9970332  0.99924289 2840
9411 -1.9970336  0.99924297 2840
9412 -1.9970339  0.99924305 2840
9413 -1.9970338  0.99924303 2842
9414 -1.9970341  0.99924311 2842
9415 -1.9970344  0.99924319 2842
9416 -1.9970347  0.99924327 2842
9417 -1.997035  0.99924335 2842
9418 -1.9970353  0.99924343 2842
9419 -1.9970349  0.99924333 2844
9420 -1.9970352  0.99924341 2844
9421 -1.9970353  0.99924342 2845
9422 -1.9970351  0.99924338 2846
9423 -1.9970355  0.99924346 2846
9424 -1.9970356  0.99924349 2848
9425 -1.9970359  0.99924357 2848
9426 -1.9970362  0.99924365 2848
9427 -1.9970365  0.99924373 2848
9428 -1.9970368  0.99924381 2848
9429 -1.9970371  0.99924389 2848
9430 -1.9970374  0.99924397 2848
9431 -1.9970378  0.99924405 2848
9432 -1.9970381  0.99924413 2848
9433 -1.9970366  0.99924376 2849
9434 -1.9970348  0.99924331 2849
9435 -1.9970333  0.99924296 2850
9436 -1.9970337  0.99924304 2850
9437 -1.997034  0.99924312 2850
9438 -1.9970343  0.9992432 2850
9439 -1.9970346  0.99924328 2850
9440 -1.9970339  0.9992431 2853
9441 -1.9970324  0.99924273 2854
9442 -1.9970327  0.99924281 2854
9443 -1.9970314  0.99924248 2855
9444 -1.9970296  0.99924203 2855
9445 -1.9970292  0.99924194 2858
9446 -1.9970295  0.99924202 2858
9447 -1.9970298  0.9992421 2858
9448 -1.9970302  0.99924218 2858
9449 -1.9970305  0.99924226 2858
9450 -1.9970308  0.99924234 2858
9451 -1.9970311  0.99924242 2858
9452 -1.9970314  0.9992425 2858
9453 -1.9970317  0.99924258 2858
9454 -1.9970319  0.99924262 2859
9455 -1.9970301  0.99924217 2859
9456 -1.9970291  0.99924193 2860
9457 -1.9970286  0.9992418 2862
9458 -1.9970289  0.99924188 2862
9459 -1.9970278  0.99924152 2864
9460 -1.9970259  0.99924103 2865
9461 -1.9970241  0.99924058 2865
9462 -1.9970224  0.99924016 2866
9463 -1.9970225  0.9992402 2867
9464 -1.9970216  0.99923996 2868
9465 -1.9970219  0.99924004 2868
9466 -1.9970222  0.99924012 2868
9467 -1.9970225  0.9992402 2868
9468 -1.9970228  0.99924028 2868
9469 -1.9970231  0.99924036 2868
9470 -1.9970227  0.99924025 2869
9471 -1.9970209  0.9992398 2869
9472 -1.9970208  0.99923979 2870
9473 -1.9970202  0.99923962 2871
9474 -1.9970198  0.99923952 2872
9475 -1.9970201  0.9992396 2872
9476 -1.9970204  0.99923968 2872
9477 -1.9970207  0.99923976 2872
9478 -1.997021  0.99923984 2872
9479 -1.9970213  0.99923992 2872
9480 -1.9970216  0.99924 2872
9481 -1.997022  0.99924008 2872
9482 -1.9970223  0.99924016 2872
9483 -1.9970226  0.99924024 2872
9484 -1.997021  0.99923986 2873
9485 -1.9970192  0.99923941 2873
9486 -1.9970172  0.99923891 2875
9487 -1.9970172  0.9992389 2876
9488 -1.9970175  0.99923898 2876
9489 -1.9970178  0.99923906 2876
9490 -1.9970181  0.99923914 2876
9491 -1.9970184  0.99923922 2876
9492 -1.9970187  0.9992393 2876
9493 -1.9970191  0.99923938 2876
9494 -1.9970194  0.99923946 2876
9495 -1.9970197  0.99923954 2876
9496 -1.99702  0.99923962 2876
9497 -1.9970203  0.9992397 2876
9498 -1.9970206  0.99923978 2876
9499 -1.9970209  0.99923986 2876
9500 -1.9970213  0.99923994 2876
9501 -1.9970216  0.99924002 2876
9502 -1.9970219  0.9992401 2876
9503 -1.9970222  0.99924018 2876
9504 -1.9970225  0.99924026 2876
9505 -1.9970219  0.99924011 2878
9506 -1.9970222  0.99924019 2878
9507 -1.9970225  0.99924027 2878
9508 -1.9970228  0.99924034 2878
9509 -1.9970231  0.99924042 2878
9510 -1.9970234  0.9992405 2878
9511 -1.9970238  0.99924058 2878
9512 -1.9970241  0.99924066 2878
9513 -1.9970244  0.99924074 2878
9514 -1.9970247  0.99924082 2878
9515 -1.997025  0.9992409 2878
9516 -1.9970253  0.99924098 2878
9517 -1.9970246  0.99924079 2879
9518 -1.9970226  0.99924031 2880
9519 -1.9970216  0.99924006 2882
9520 -1.9970212  0.99923996 2883
9521 -1.9970213  0.99923998 2884
9522 -1.9970213  0.99923999 2886
9523 -1.9970203  0.99923974 2887
9524 -1.9970185  0.99923929 2887
9525 -1.9970186  0.99923933 2888
9526 -1.9970185  0.9992393 2890
9527 -1.9970188  0.99923938 2890
9528 -1.9970191  0.99923946 2890
9529 -1.9970195  0.99923954 2890
9530 -1.9970177  0.99923911 2892
9531 -1.997015  0.99923843 2893
9532 -1.9970148  0.99923837 2896
9533 -1.9970151  0.99923845 2896
9534 -1.9970146  0.99923829 2898
9535 -1.9970119  0.99923739 2899
9536 -1.9970101  0.99923695 2899
9537 -1.9970083  0.9992365 2901
9538 -1.9970075  0.99923631 2902
9539 -1.9970079  0.99923639 2902
9540 -1.9970075  0.99923631 2904
9541 -1.9970078  0.99923639 2904
9542 -1.9970081  0.99923647 2904
9543 -1.9970085  0.99923655 2904
9544 -1.9970088  0.99923663 2904
9545 -1.9970091  0.99923671 2904
9546 -1.9970094  0.99923679 2904
9547 -1.9970094  0.99923679 2906
9548 -1.9970097  0.99923687 2906
9549 -1.99701  0.99923695 2906
9550 -1.9970103  0.99923703 2906
9551 -1.9970106  0.99923711 2906
9552 -1.997011  0.99923719 2906
9553 -1.9970113  0.99923727 2906
9554 -1.9970116  0.99923735 2906
9555 -1.9970119  0.99923743 2906
9556 -1.9970122  0.99923751 2906
9557 -1.9970115  0.99923735 2908
9558 -1.9970119  0.99923743 2908
9559 -1.9970122  0.99923751 2908
9560 -1.9970125  0.99923759 2908
9561 -1.9970128  0.99923767 2908
9562 -1.9970131  0.99923775 2908
9563 -1.9970134  0.99923783 2908
9564 -1.9970129  0.99923769 2909
9565 -1.9970112  0.99923726 2910
9566 -1.9970106  0.99923712 2911
9567 -1.9970088  0.99923668 2911
9568 -1.9970071  0.99923624 2912
9569 -1.9970074  0.99923632 2912
9570 -1.9970077  0.9992364 2912
9571 -1.997008  0.99923648 2912
9572 -1.9970083  0.99923656 2912
9573 -1.9970086  0.99923664 2912
9574 -1.9970089  0.99923672 2912
9575 -1.9970092  0.9992368 2912
9576 -1.9970096  0.99923688 2912
9577 -1.9970099  0.99923696 2912
9578 -1.9970102  0.99923704 2912
9579 -1.9970105  0.99923712 2912
9580 -1.9970108  0.9992372 2914
9581 -1.9970111  0.99923728 2914
9582 -1.9970114  0.99923736 2914
9583 -1.9970112  0.9992373 2915
9584 -1.9970094  0.99923686 2915
9585 -1.9970076  0.99923641 2915
9586 -1.997007  0.99923625 2916
9587 -1.9970073  0.99923633 2916
9588 -1.9970062  0.99923607 2917
9589 -1.9970065  0.99923614 2918
9590 -1.9970068  0.99923622 2918
9591 -1.9970058  0.99923596 2919
9592 -1.9970053  0.99923584 2920
9593 -1.9970056  0.99923592 2920
9594 -1.9970038  0.99923547 2923
9595 -1.997002  0.99923503 2923
9596 -1.9970013  0.99923485 2924
9597 -1.9970012  0.99923481 2926
9598 -1.9970015  0.99923489 2926
9599 -1.9970018  0.99923497 2926
9600 -1.9970013  0.9992348 2928
9601 -1.9969994  0.99923429 2929
9602 -1.9969981  0.99923397 2930
9603 -1.9969984  0.99923405 2930
9604 -1.9969988  0.99923413 2930
9605 -1.9969991  0.99923421 2930
9606 -1.9969994  0.99923429 2930
9607 -1.9969997  0.99923437 2930
9608 -1.997  0.99923445 2930
9609 -1.9970003  0.99923453 2930
9610 -1.9970006  0.99923461 2930
9611 -1.9970009  0.99923469 2930
9612 -1.9970013  0.99923477 2930
9613 -1.9970016  0.99923485 2930
9614 -1.997  0.99923447 2931
9615 -1.9969989  0.99923419 2932
9616 -1.9969992  0.99923427 2932
9617 -1.9969996  0.99923435 2932
9618 -1.9969999  0.99923443 2932
9619 -1.9970002  0.99923451 2932
9620 -1.9970005  0.99923459 2932
9621 -1.9970008  0.99923467 2932
9622 -1.9970011  0.99923475 2932
9623 -1.9970014  0.99923483 2932
9624 -1.9970017  0.99923491 2932
9625 -1.997002  0.99923499 2932
9626 -1.9970006  0.99923451 2936
9627 -1.9969988  0.99923404 2937
9628 -1.9969985  0.99923396 2938
9629 -1.9969988  0.99923404 2938
9630 -1.9969992  0.99923412 2938
9631 -1.9969995  0.9992342 2938
9632 -1.9969998  0.99923428 2938
9633 -1.9970001  0.99923436 2938
9634 -1.9970004  0.99923444 2938
9635 -1.9970007  0.99923452 2938
9636 -1.997001  0.9992346 2938
9637 -1.9970013  0.99923468 2938
9638 -1.9970016  0.99923476 2938
9639 -1.997002  0.99923484 2938
9640 -1.9970023  0.99923492 2938
9641 -1.9970014  0.99923471 2940
9642 -1.9970017  0.99923479 2940
9643 -1.9970014  0.99923469 2942
9644 -1.9970017  0.99923477 2942
9645 -1.9970011  0.99923463 2944
9646 -1.9970014  0.99923471 2944
9647 -1.9970017  0.99923479 2944
9648 -1.997002  0.99923486 2944
9649 -1.9970023  0.99923494 2944
9650 -1.9970026  0.99923502 2944
9651 -1.9970029  0.9992351 2944
9652 -1.9970032  0.99923518 2944
9653 -1.9970036  0.99923526 2944
9654 -1.9970039  0.99923534 2944
9655 -1.9970042  0.99923542 2944
9656 -1.997004  0.99923538 2946
9657 -1.9970043  0.99923545 2946
9658 -1.9970046  0.99923553 2946
9659 -1.9970049  0.99923561 2946
9660 -1.9970052  0.99923569 2946
9661 -1.9970055  0.99923577 2946
9662 -1.9970059  0.99923585 2946
9663 -1.9970062  0.99923593 2946
9664 -1.9970065  0.99923601 2946
9665 -1.9970052  0.99923569 2948
9666 -1.9970055  0.99923577 2948
9667 -1.9970058  0.99923585 2948
9668 -1.9970061  0.99923593 2948
9669 -1.9970064  0.99923601 2948
9670 -1.9970068  0.99923609 2948
9671 -1.9970071  0.99923617 2948
9672 -1.9970074  0.99923625 2948
9673 -1.9970077  0.99923633 2948
9674 -1.997008  0.9992364 2948
9675 -1.9970083  0.99923648 2948
9676 -1.9970066  0.99923605 2949
9677 -1.9970048  0.9992356 2951
9678 -1.9970038  0.99923535 2952
9679 -1.9970041  0.99923543 2952
9680 -1.9970044  0.99923551 2952
9681 -1.9970047  0.99923559 2952
9682 -1.997005  0.99923567 2952
9683 -1.9970053  0.99923575 2952
9684 -1.9970056  0.99923582 2952
9685 -1.9970059  0.9992359 2952
9686 -1.9970063  0.99923598 2952
9687 -1.9970066  0.99923606 2952
9688 -1.9970069  0.99923614 2952
9689 -1.9970072  0.99923622 2952
9690 -1.9970075  0.9992363 2952
9691 -1.9970078  0.99923638 2952
9692 -1.9970081  0.99923646 2952
9693 -1.9970084  0.99923653 2952
9694 -1.9970087  0.99923661 2952
9695 -1.9970079  0.99923641 2953
9696 -1.9970062  0.99923598 2953
9697 -1.997006  0.99923595 2954
9698 -1.9970063  0.99923603 2954
9699 -1.9970067  0.9992361 2954
9700 -1.997007  0.99923618 2954
9701 -1.9970073  0.99923626 2954
9702 -1.9970076  0.99923634 2954
9703 -1.9970079  0.99923642 2954
9704 -1.9970082  0.9992365 2954
9705 -1.9970085  0.99923658 2954
9706 -1.9970084  0.99923656 2955
9707 -1.9970069  0.99923618 2957
9708 -1.9970051  0.99923574 2957
9709 -1.9970032  0.9992352 2959
9710 -1.9970031  0.99923519 2960
9711 -1.9970034  0.99923526 2960
9712 -1.9970037  0.99923534 2960
9713 -1.997004  0.99923542 2960
9714 -1.9970043  0.9992355 2960
9715 -1.9970047  0.99923558 2960
9716 -1.997005  0.99923566 2960
9717 -1.9970053  0.99923574 2960
9718 -1.9970056  0.99923581 2960
9719 -1.9970059  0.99923589 2960
9720 -1.9970049  0.99923564 2962
9721 -1.9970052  0.99923572 2962
9722 -1.9970055  0.9992358 2962
9723 -1.9970058  0.99923588 2962
9724 -1.9970061  0.99923595 2962
9725 -1.9970064  0.99923603 2962
9726 -1.9970067  0.99923611 2962
9727 -1.997007  0.99923619 2962
9728 -1.9970073  0.99923627 2962
9729 -1.9970076  0.99923635 2962
9730 -1.9970079  0.99923643 2962
9731 -1.9970083  0.9992365 2962
9732 -1.9970086  0.99923658 2962
9733 -1.9970089  0.99923666 2962
9734 -1.9970092  0.99923674 2962
9735 -1.9970095  0.99923682 2962
9736 -1.9970098  0.9992369 2962
9737 -1.9970101  0.99923697 2962
9738 -1.9970098  0.99923691 2964
9739 -1.9970101  0.99923699 2964
9740 -1.9970104  0.99923706 2964
9741 -1.9970103  0.99923702 2965
9742 -1.9970085  0.99923659 2965
9743 -1.9970068  0.99923615 2965
9744 -1.997005  0.99923572 2965
9745 -1.9970033  0.99923528 2965
9746 -1.9970015  0.99923485 2965
9747 -1.9969983  0.99923355 2968
9748 -1.996995  0.99923204 2971
9749 -1.9969933  0.99923161 2971
9750 -1.9969934  0.99923163 2972
9751 -1.9969937  0.99923171 2972
9752 -1.996994  0.99923179 2972
9753 -1.9969943  0.99923187 2972
9754 -1.9969946  0.99923195 2972
9755 -1.9969949  0.99923203 2972
9756 -1.9969952  0.9992321 2972
9757 -1.9969955  0.99923218 2972
9758 -1.9969958  0.99923226 2972
9759 -1.9969961  0.99923234 2972
9760 -1.9969965  0.99923242 2972
9761 -1.9969968  0.9992325 2972
9762 -1.9969971  0.99923258 2972
9763 -1.9969974  0.99923266 2972
9764 -1.9969977  0.99923273 2972
9765 -1.9969963  0.99923239 2973
9766 -1.9969945  0.99923195 2973
9767 -1.9969946  0.99923197 2974
9768 -1.9969949  0.99923205 2974
9769 -1.9969952  0.99923213 2974
9770 -1.9969955  0.99923221 2974
9771 -1.9969958  0.99923228 2974
9772 -1.9969961  0.99923236 2974
9773 -1.9969965  0.99923244 2974
9774 -1.9969968  0.99923252 2974
9775 -1.9969971  0.9992326 2974
9776 -1.9969974  0.99923268 2974
9777 -1.9969977  0.99923276 2974
9778 -1.996998  0.99923283 2974
9779 -1.9969976  0.99923275 2975
9780 -1.9969974  0.99923268 2976
9781 -1.9969977  0.99923276 2976
9782 -1.996998  0.99923284 2976
9783 -1.9969983  0.99923292 2976
9784 -1.9969986  0.99923299 2976
9785 -1.9969989  0.99923307 2976
9786 -1.9969992  0.99923315 2976
9787 -1.9969995  0.99923323 2976
9788 -1.9969998  0.99923331 2976
9789 -1.9970001  0.99923339 2976
9790 -1.9970004  0.99923346 2976
9791 -1.9970007  0.99923354 2976
9792 -1.9970005  0.99923349 2978
9793 -1.9970008  0.99923357 2978
9794 -1.9970011  0.99923365 2978
9795 -1.9970014  0.99923373 2978
9796 -1.9970018  0.99923381 2978
9797 -1.9970021  0.99923388 2978
9798 -1.9970024  0.99923396 2978
9799 -1.9970027  0.99923404 2978
9800 -1.997003  0.99923412 2978
9801 -1.9970027  0.99923404 2979
9802 -1.9970015  0.99923375 2980
9803 -1.9970018  0.99923383 2980
9804 -1.9970021  0.99923391 2980
9805 -1.9970024  0.99923398 2980
9806 -1.9970027  0.99923406 2980
9807 -1.997003  0.99923414 2980
9808 -1.9970033  0.99923422 2980
9809 -1.9970036  0.9992343 2980
9810 -1.9970039  0.99923437 2980
9811 -1.9970042  0.99923445 2980
9812 -1.9970045  0.99923453 2980
9813 -1.9970048  0.99923461 2980
9814 -1.9970052  0.99923469 2980
9815 -1.9970055  0.99923476 2980
9816 -1.9970058  0.99923484 2980
9817 -1.9970061  0.99923492 2980
9818 -1.9970064  0.999235 2980
9819 -1.9970067  0.99923508 2980
9820 -1.997007  0.99923515 2980
9821 -1.9970073  0.99923523 2980
9822 -1.9970076  0.99923531 2980
9823 -1.9970079  0.99923539 2980
9824 -1.9970082  0.99923547 2980
9825 -1.9970085  0.99923554 2980
9826 -1.9970088  0.99923562 2980
9827 -1.9970091  0.9992357 2980
9828 -1.9970094  0.99923578 2980
9829 -1.9970097  0.99923585 2980
9830 -1.99701  0.99923593 2980
9831 -1.9970103  0.99923601 2980
9832 -1.9970106  0.99923609 2980
9833 -1.9970109  0.99923617 2980
9834 -1.9970112  0.99923624 2980
9835 -1.9970115  0.99923632 2980
9836 -1.9970119  0.9992364 2980
9837 -1.9970122  0.99923648 2980
9838 -1.9970124  0.99923655 2982
9839 -1.9970127  0.99923663 2982
9840 -1.997013  0.9992367 2982
9841 -1.9970122  0.99923649 2983
9842 -1.9970105  0.99923606 2984
9843 -1.9970108  0.99923614 2984
9844 -1.9970111  0.99923622 2984
9845 -1.9970114  0.9992363 2984
9846 -1.9970117  0.99923637 2984
9847 -1.997012  0.99923645 2984
9848 -1.9970123  0.99923653 2984
9849 -1.9970126  0.99923661 2984
9850 -1.9970129  0.99923668 2984
9851 -1.9970132  0.99923676 2984
9852 -1.9970135  0.99923684 2984
9853 -1.9970138  0.99923692 2984
9854 -1.9970141  0.99923699 2984
9855 -1.9970144  0.99923707 2984
9856 -1.9970147  0.99923715 2984
9857 -1.997015  0.99923723 2984
9858 -1.9970153  0.9992373 2984
9859 -1.9970156  0.99923738 2984
9860 -1.9970159  0.99923746 2984
9861 -1.9970162  0.99923754 2984
9862 -1.9970165  0.99923761 2984
9863 -1.9970168  0.99923769 2984
9864 -1.9970171  0.99923777 2984
9865 -1.9970169  0.99923771 2986
9866 -1.9970172  0.99923779 2986
9867 -1.9970175  0.99923786 2986
9868 -1.9970178  0.99923794 2986
9869 -1.9970181  0.99923801 2987
9870 -1.9970164  0.99923758 2987
9871 -1.9970157  0.99923742 2988
9872 -1.997016  0.99923749 2988
9873 -1.9970163  0.99923757 2988
9874 -1.9970166  0.99923765 2988
9875 -1.997016  0.9992375 2989
9876 -1.9970143  0.99923707 2989
9877 -1.9970142  0.99923706 2990
9878 -1.9970145  0.99923714 2990
9879 -1.9970148  0.99923721 2990
9880 -1.9970143  0.9992371 2991
9881 -1.9970146  0.99923715 2992
9882 -1.9970149  0.99923723 2992
9883 -1.9970152  0.99923731 2992
9884 -1.9970155  0.99923738 2992
9885 -1.9970158  0.99923746 2992
9886 -1.9970161  0.99923754 2992
9887 -1.9970164  0.99923762 2992
9888 -1.9970155  0.9992374 2993
9889 -1.9970153  0.99923734 2994
9890 -1.9970156  0.99923742 2994
9891 -1.9970159  0.99923749 2994
9892 -1.9970149  0.99923725 2995
9893 -1.9970129  0.99923676 2997
9894 -1.9970131  0.9992368 2998
9895 -1.9970134  0.99923687 2998
9896 -1.9970137  0.99923695 2998
9897 -1.997014  0.99923703 2998
9898 -1.9970143  0.9992371 2998
9899 -1.9970146  0.99923718 2998
9900 -1.9970148  0.99923724 2999
9901 -1.9970141  0.99923707 3000
9902 -1.9970144  0.99923715 3000
9903 -1.9970147  0.99923723 3000
9904 -1.997015  0.9992373 3000
9905 -1.9970153  0.99923738 3000
9906 -1.9970156  0.99923746 3000
9907 -1.9970159  0.99923753 3000
9908 -1.9970162  0.99923761 3000
9909 -1.997016  0.99923756 3002
9910 -1.9970163  0.99923764 3002
9911 -1.9970157  0.99923748 3004
9912 -1.9970154  0.9992374 3006
9913 -1.9970157  0.99923748 3006
9914 -1.997016  0.99923755 3006
9915 -1.9970163  0.99923763 3006
9916 -1.9970166  0.99923771 3006
9917 -1.9970169  0.99923778 3006
9918 -1.9970172  0.99923786 3006
9919 -1.9970175  0.99923794 3006
9920 -1.9970178  0.99923802 3006
9921 -1.9970181  0.99923809 3006
9922 -1.9970184  0.99923817 3006
9923 -1.9970187  0.99923825 3006
9924 -1.997019  0.99923832 3006
9925 -1.9970193  0.9992384 3006
9926 -1.9970196  0.99923848 3006
9927 -1.9970199  0.99923855 3006
9928 -1.9970202  0.99923863 3006
9929 -1.9970205  0.99923871 3006
9930 -1.9970208  0.99923878 3006
9931 -1.9970211  0.99923886 3006
9932 -1.9970214  0.99923894 3006
9933 -1.9970213  0.99923892 3007
9934 -1.9970186  0.99923824 3008
9935 -1.9970168  0.99923779 3009
9936 -1.997016  0.9992376 3010
9937 -1.9970163  0.99923768 3010
9938 -1.9970166  0.99923776 3010
9939 -1.9970169  0.99923783 3010
9940 -1.9970172  0.99923791 3010
9941 -1.9970168  0.99923781 3011
