1 -0.4687  0.0970875 212
47313 -1.9968486  0.99893435 15285
47314 -1.9968487  0.99893437 15285
47315 -1.9968487  0.9989344 15285
47316 -1.9968488  0.99893442 15285
47317 -1.9968489  0.99893444 15285
47318 -1.9968489  0.99893446 15285
47319 -1.996849  0.99893449 15285
47320 -1.9968491  0.99893451 15285
47321 -1.9968491  0.99893453 15287
47322 -1.9968492  0.99893455 15287
47323 -1.9968493  0.99893457 15287
47324 -1.9968493  0.99893459 15287
47325 -1.9968494  0.99893462 15287
47326 -1.9968495  0.99893464 15287
47327 -1.9968495  0.99893466 15287
47328 -1.9968496  0.99893468 15287
47329 -1.9968497  0.99893471 15287
47330 -1.9968497  0.99893473 15287
47331 -1.9968498  0.99893475 15287
47332 -1.9968496  0.9989347 15288
47333 -1.9968493  0.99893464 15289
47334 -1.9968494  0.99893466 15289
47335 -1.9968494  0.99893468 15289
47336 -1.9968495  0.99893471 15289
47337 -1.9968492  0.99893464 15290
47338 -1.9968487  0.99893453 15292
47339 -1.9968484  0.99893445 15292
47340 -1.9968482  0.9989344 15293
47341 -1.9968482  0.99893442 15293
47342 -1.9968483  0.99893444 15293
47343 -1.9968484  0.99893446 15293
47344 -1.9968484  0.99893449 15293
47345 -1.9968485  0.99893451 15293
47346 -1.9968486  0.99893453 15293
47347 -1.9968486  0.99893455 15293
47348 -1.9968487  0.99893458 15293
47349 -1.9968488  0.9989346 15293
47350 -1.9968488  0.99893462 15293
47351 -1.9968489  0.99893464 15293
47352 -1.996849  0.99893467 15293
47353 -1.9968489  0.99893466 15295
47354 -1.9968489  0.99893468 15297
47355 -1.996849  0.9989347 15297
47356 -1.9968491  0.99893472 15297
47357 -1.9968491  0.99893474 15297
47358 -1.9968492  0.99893477 15297
47359 -1.9968493  0.99893479 15297
47360 -1.9968493  0.99893481 15297
47361 -1.9968494  0.99893483 15297
47362 -1.9968495  0.99893486 15297
47363 -1.9968495  0.99893488 15297
47364 -1.9968496  0.9989349 15297
47365 -1.9968497  0.99893492 15297
47366 -1.9968497  0.99893495 15297
47367 -1.9968498  0.99893497 15297
47368 -1.9968499  0.99893499 15297
47369 -1.9968499  0.99893501 15297
47370 -1.99685  0.99893504 15297
47371 -1.9968501  0.99893506 15297
47372 -1.9968501  0.99893508 15297
47373 -1.9968502  0.9989351 15297
47374 -1.9968503  0.99893513 15297
47375 -1.9968503  0.99893515 15297
47376 -1.9968504  0.99893517 15297
47377 -1.9968505  0.99893519 15297
47378 -1.9968505  0.99893522 15297
47379 -1.9968506  0.99893524 15297
47380 -1.9968507  0.99893526 15297
47381 -1.9968504  0.99893521 15298
47382 -1.9968501  0.99893513 15300
47383 -1.9968502  0.99893515 15301
47384 -1.9968502  0.99893518 15301
47385 -1.99685  0.99893512 15303
47386 -1.9968501  0.99893514 15303
47387 -1.9968501  0.99893517 15303
47388 -1.9968502  0.99893519 15303
47389 -1.9968503  0.99893521 15303
47390 -1.9968503  0.99893523 15304
47391 -1.99685  0.99893515 15304
47392 -1.9968497  0.99893508 15305
47393 -1.9968497  0.9989351 15305
47394 -1.9968498  0.99893512 15305
47395 -1.9968499  0.99893514 15305
47396 -1.9968499  0.99893517 15305
47397 -1.9968498  0.99893513 15306
47398 -1.9968494  0.99893505 15306
47399 -1.996849  0.99893496 15306
47400 -1.9968489  0.99893493 15308
47401 -1.9968484  0.9989348 15311
47402 -1.9968485  0.99893482 15311
47403 -1.9968486  0.99893484 15311
47404 -1.9968486  0.99893486 15311
47405 -1.9968487  0.99893489 15311
47406 -1.9968488  0.99893491 15311
47407 -1.9968488  0.99893493 15311
47408 -1.9968489  0.99893495 15311
47409 -1.996849  0.99893498 15311
47410 -1.996849  0.998935 15311
47411 -1.9968491  0.99893502 15311
47412 -1.9968489  0.99893497 15312
47413 -1.9968485  0.99893489 15312
47414 -1.9968482  0.99893481 15312
47415 -1.9968482  0.99893483 15313
47416 -1.9968483  0.99893485 15313
47417 -1.9968484  0.99893487 15313
47418 -1.9968483  0.99893487 15314
47419 -1.996848  0.99893479 15314
47420 -1.9968478  0.99893475 15315
47421 -1.9968479  0.99893478 15315
47422 -1.996848  0.9989348 15315
47423 -1.996848  0.99893482 15315
47424 -1.9968481  0.99893484 15315
47425 -1.9968482  0.99893487 15315
47426 -1.9968482  0.99893489 15315
47427 -1.9968483  0.99893491 15315
47428 -1.9968484  0.99893493 15315
47429 -1.9968484  0.99893494 15316
47430 -1.9968483  0.99893493 15317
47431 -1.9968484  0.99893495 15317
47432 -1.9968484  0.99893498 15317
47433 -1.9968485  0.998935 15317
47434 -1.9968486  0.99893502 15317
47435 -1.9968486  0.99893504 15317
47436 -1.9968487  0.99893507 15317
47437 -1.9968488  0.99893509 15317
47438 -1.9968488  0.99893511 15317
47439 -1.9968489  0.99893513 15317
47440 -1.996849  0.99893516 15317
47441 -1.996849  0.99893518 15317
47442 -1.9968491  0.9989352 15317
47443 -1.9968492  0.99893522 15317
47444 -1.9968492  0.99893525 15317
47445 -1.9968493  0.99893527 15317
47446 -1.9968494  0.99893529 15317
47447 -1.9968494  0.99893531 15317
47448 -1.9968495  0.99893533 15317
47449 -1.9968496  0.99893536 15317
47450 -1.9968496  0.99893538 15317
47451 -1.9968497  0.9989354 15317
47452 -1.9968498  0.99893542 15317
47453 -1.9968498  0.99893545 15317
47454 -1.9968499  0.99893547 15317
47455 -1.9968499  0.99893548 15319
47456 -1.99685  0.9989355 15319
47457 -1.99685  0.99893552 15319
47458 -1.9968501  0.99893554 15319
47459 -1.9968502  0.99893557 15319
47460 -1.9968502  0.99893559 15319
47461 -1.9968503  0.99893561 15319
47462 -1.9968504  0.99893563 15319
47463 -1.9968504  0.99893566 15319
47464 -1.9968505  0.99893568 15319
47465 -1.9968506  0.9989357 15319
47466 -1.9968506  0.99893572 15319
47467 -1.9968507  0.99893575 15319
47468 -1.9968508  0.99893577 15319
47469 -1.9968508  0.99893579 15319
47470 -1.9968509  0.99893581 15319
47471 -1.996851  0.99893584 15319
47472 -1.9968509  0.99893584 15320
47473 -1.9968504  0.99893571 15322
47474 -1.9968503  0.99893568 15323
47475 -1.9968503  0.9989357 15323
47476 -1.9968504  0.99893573 15323
47477 -1.9968505  0.99893575 15323
47478 -1.9968505  0.99893577 15323
47479 -1.9968505  0.99893577 15325
47480 -1.9968506  0.99893579 15325
47481 -1.9968505  0.99893579 15326
47482 -1.9968503  0.99893574 15327
47483 -1.9968504  0.99893576 15327
47484 -1.9968504  0.99893578 15327
47485 -1.9968505  0.99893581 15327
47486 -1.9968503  0.99893575 15328
47487 -1.9968499  0.99893566 15328
47488 -1.9968498  0.99893565 15329
47489 -1.9968499  0.99893568 15329
47490 -1.99685  0.9989357 15329
47491 -1.99685  0.99893572 15329
47492 -1.9968501  0.99893574 15329
47493 -1.9968499  0.99893569 15330
47494 -1.9968499  0.99893571 15331
47495 -1.9968497  0.99893566 15332
47496 -1.9968497  0.99893567 15333
47497 -1.9968498  0.99893569 15333
47498 -1.9968498  0.99893571 15333
47499 -1.9968499  0.99893573 15333
47500 -1.9968499  0.99893575 15334
47501 -1.9968499  0.99893575 15335
47502 -1.99685  0.99893577 15335
47503 -1.99685  0.99893579 15335
47504 -1.9968501  0.99893581 15335
47505 -1.9968502  0.99893584 15335
47506 -1.9968502  0.99893586 15335
47507 -1.9968503  0.99893588 15335
47508 -1.9968504  0.9989359 15335
47509 -1.9968504  0.99893592 15335
47510 -1.9968503  0.9989359 15336
47511 -1.9968502  0.99893589 15337
47512 -1.9968503  0.99893591 15337
47513 -1.9968504  0.99893593 15337
47514 -1.9968504  0.99893596 15337
47515 -1.9968504  0.99893595 15338
47516 -1.9968503  0.99893595 15339
47517 -1.9968504  0.99893597 15339
47518 -1.9968505  0.99893599 15339
47519 -1.9968505  0.99893601 15339
47520 -1.9968506  0.99893604 15339
47521 -1.9968504  0.99893599 15340
47522 -1.9968504  0.99893598 15341
47523 -1.9968504  0.998936 15341
47524 -1.9968505  0.99893603 15341
47525 -1.9968505  0.99893605 15341
47526 -1.9968506  0.99893607 15341
47527 -1.9968504  0.99893602 15342
47528 -1.9968499  0.99893587 15343
47529 -1.9968493  0.99893568 15345
47530 -1.9968489  0.99893555 15346
47531 -1.9968486  0.99893547 15347
47532 -1.9968486  0.9989355 15347
47533 -1.9968487  0.99893552 15347
47534 -1.9968488  0.99893554 15347
47535 -1.9968488  0.99893556 15347
47536 -1.9968489  0.99893559 15347
47537 -1.996849  0.99893561 15347
47538 -1.996849  0.99893563 15347
47539 -1.9968491  0.99893565 15347
47540 -1.9968492  0.99893567 15347
47541 -1.9968492  0.9989357 15347
47542 -1.9968493  0.99893572 15347
47543 -1.9968494  0.99893574 15347
47544 -1.9968494  0.99893576 15347
47545 -1.9968495  0.99893579 15347
47546 -1.9968493  0.99893575 15348
47547 -1.996849  0.99893567 15348
47548 -1.9968486  0.99893559 15348
47549 -1.9968484  0.99893554 15349
47550 -1.9968485  0.99893556 15349
47551 -1.9968485  0.99893559 15349
47552 -1.9968486  0.99893561 15349
47553 -1.9968487  0.99893563 15349
47554 -1.9968487  0.99893565 15349
47555 -1.9968488  0.99893568 15349
47556 -1.9968489  0.9989357 15349
47557 -1.9968489  0.99893572 15349
47558 -1.996849  0.99893574 15349
47559 -1.9968491  0.99893577 15349
47560 -1.9968491  0.99893578 15351
47561 -1.9968491  0.99893577 15352
47562 -1.9968486  0.99893566 15353
47563 -1.9968483  0.99893559 15355
47564 -1.9968484  0.99893562 15355
47565 -1.9968484  0.99893564 15355
47566 -1.9968485  0.99893566 15355
47567 -1.9968486  0.99893568 15355
47568 -1.9968486  0.99893571 15355
47569 -1.9968485  0.99893569 15356
47570 -1.9968484  0.99893566 15357
47571 -1.9968485  0.99893568 15357
47572 -1.9968485  0.99893571 15357
47573 -1.9968486  0.99893573 15357
47574 -1.9968487  0.99893575 15357
47575 -1.9968487  0.99893577 15357
47576 -1.9968488  0.99893579 15357
47577 -1.9968489  0.99893582 15357
47578 -1.9968489  0.99893584 15357
47579 -1.996849  0.99893586 15357
47580 -1.9968491  0.99893588 15357
47581 -1.9968491  0.99893591 15357
47582 -1.9968492  0.99893593 15357
47583 -1.9968493  0.99893595 15357
47584 -1.9968493  0.99893597 15357
47585 -1.9968494  0.998936 15357
47586 -1.9968495  0.99893602 15357
47587 -1.9968495  0.99893604 15357
47588 -1.9968496  0.99893606 15357
47589 -1.9968497  0.99893609 15357
47590 -1.9968497  0.99893611 15357
47591 -1.9968498  0.99893613 15357
47592 -1.9968499  0.99893615 15357
47593 -1.9968499  0.99893617 15357
47594 -1.99685  0.9989362 15357
47595 -1.9968501  0.99893622 15357
47596 -1.9968501  0.99893624 15357
47597 -1.9968502  0.99893626 15357
47598 -1.9968503  0.99893629 15357
47599 -1.9968503  0.99893631 15357
47600 -1.9968504  0.99893633 15357
47601 -1.9968504  0.99893635 15357
47602 -1.9968505  0.99893638 15357
47603 -1.9968506  0.9989364 15357
47604 -1.9968506  0.99893642 15357
47605 -1.9968507  0.99893644 15357
47606 -1.9968508  0.99893647 15357
47607 -1.9968508  0.99893649 15357
47608 -1.9968509  0.99893651 15357
47609 -1.996851  0.99893653 15357
47610 -1.996851  0.99893655 15357
47611 -1.9968511  0.99893658 15357
47612 -1.9968512  0.9989366 15357
47613 -1.9968512  0.99893662 15357
47614 -1.9968513  0.99893664 15357
47615 -1.9968514  0.99893667 15357
47616 -1.9968514  0.99893669 15357
47617 -1.9968515  0.99893671 15357
47618 -1.9968516  0.99893673 15357
47619 -1.9968516  0.99893676 15357
47620 -1.9968517  0.99893678 15357
47621 -1.9968518  0.9989368 15357
47622 -1.9968517  0.9989368 15359
47623 -1.9968516  0.99893677 15361
47624 -1.9968517  0.99893679 15361
47625 -1.9968517  0.99893682 15361
47626 -1.9968518  0.99893684 15361
47627 -1.9968519  0.99893686 15361
47628 -1.9968519  0.99893688 15361
47629 -1.996852  0.99893691 15361
47630 -1.9968521  0.99893693 15361
47631 -1.9968521  0.99893695 15361
47632 -1.9968522  0.99893697 15361
47633 -1.9968523  0.998937 15361
47634 -1.9968523  0.99893702 15361
47635 -1.9968524  0.99893704 15361
47636 -1.9968525  0.99893706 15361
47637 -1.9968525  0.99893708 15361
47638 -1.9968526  0.99893711 15361
47639 -1.9968527  0.99893713 15361
47640 -1.9968527  0.99893715 15361
47641 -1.9968528  0.99893717 15361
47642 -1.9968529  0.9989372 15361
47643 -1.9968529  0.99893722 15361
47644 -1.996853  0.99893724 15361
47645 -1.9968531  0.99893726 15361
47646 -1.9968531  0.99893729 15361
47647 -1.9968532  0.99893731 15361
47648 -1.9968533  0.99893733 15361
47649 -1.9968533  0.99893735 15361
47650 -1.9968534  0.99893737 15361
47651 -1.9968535  0.9989374 15361
47652 -1.9968535  0.99893742 15361
47653 -1.9968536  0.99893744 15361
47654 -1.9968537  0.99893746 15361
47655 -1.9968537  0.99893749 15361
47656 -1.9968538  0.99893751 15361
47657 -1.9968539  0.99893753 15361
47658 -1.9968539  0.99893755 15361
47659 -1.996854  0.99893758 15361
47660 -1.9968541  0.9989376 15361
47661 -1.9968541  0.99893762 15361
47662 -1.9968542  0.99893764 15361
47663 -1.9968543  0.99893766 15361
47664 -1.9968543  0.99893769 15361
47665 -1.9968544  0.99893771 15361
47666 -1.9968545  0.99893773 15361
47667 -1.9968545  0.99893775 15361
47668 -1.9968544  0.99893772 15363
47669 -1.9968544  0.99893774 15363
47670 -1.9968545  0.99893776 15363
47671 -1.9968546  0.99893779 15363
47672 -1.9968546  0.99893781 15365
47673 -1.9968547  0.99893783 15365
47674 -1.9968544  0.99893775 15367
47675 -1.9968539  0.99893764 15368
47676 -1.9968535  0.99893755 15369
47677 -1.9968536  0.99893758 15369
47678 -1.9968536  0.9989376 15369
47679 -1.9968537  0.99893762 15369
47680 -1.9968538  0.99893764 15369
47681 -1.9968538  0.99893767 15369
47682 -1.9968539  0.99893769 15369
47683 -1.996854  0.99893771 15369
47684 -1.996854  0.99893773 15369
47685 -1.9968541  0.99893775 15369
47686 -1.9968542  0.99893778 15369
47687 -1.9968542  0.9989378 15369
47688 -1.9968543  0.99893782 15369
47689 -1.9968544  0.99893784 15369
47690 -1.9968544  0.99893787 15369
47691 -1.9968545  0.99893789 15369
47692 -1.9968546  0.99893791 15369
47693 -1.9968544  0.99893788 15371
47694 -1.9968545  0.99893791 15371
47695 -1.9968546  0.99893793 15371
47696 -1.9968546  0.99893795 15371
47697 -1.9968547  0.99893797 15371
47698 -1.9968548  0.99893799 15371
47699 -1.9968548  0.99893802 15371
47700 -1.9968549  0.99893804 15371
47701 -1.996855  0.99893806 15371
47702 -1.996855  0.99893808 15371
47703 -1.9968551  0.99893811 15371
47704 -1.9968552  0.99893813 15371
47705 -1.9968552  0.99893815 15371
47706 -1.9968553  0.99893817 15371
47707 -1.9968554  0.99893819 15371
47708 -1.9968554  0.99893822 15371
47709 -1.9968555  0.99893824 15371
47710 -1.9968556  0.99893826 15371
47711 -1.9968556  0.99893828 15371
47712 -1.9968557  0.99893831 15371
47713 -1.9968558  0.99893833 15371
47714 -1.9968558  0.99893835 15371
47715 -1.9968559  0.99893837 15371
47716 -1.996856  0.9989384 15371
47717 -1.996856  0.99893842 15371
47718 -1.9968561  0.99893844 15371
47719 -1.9968562  0.99893846 15371
47720 -1.9968562  0.99893848 15371
47721 -1.9968563  0.99893851 15371
47722 -1.9968563  0.99893853 15371
47723 -1.9968564  0.99893855 15371
47724 -1.9968565  0.99893857 15371
47725 -1.9968565  0.9989386 15371
47726 -1.9968566  0.99893862 15371
47727 -1.9968567  0.99893864 15371
47728 -1.9968567  0.99893866 15371
47729 -1.9968568  0.99893868 15371
47730 -1.9968569  0.99893871 15371
47731 -1.9968569  0.99893873 15371
47732 -1.996857  0.99893875 15371
47733 -1.9968571  0.99893877 15371
47734 -1.9968571  0.9989388 15371
47735 -1.9968572  0.99893882 15371
47736 -1.9968573  0.99893884 15371
47737 -1.9968571  0.99893881 15372
47738 -1.9968571  0.99893882 15373
47739 -1.9968572  0.99893884 15373
47740 -1.9968573  0.99893886 15373
47741 -1.9968573  0.99893888 15373
47742 -1.9968574  0.99893891 15373
47743 -1.9968575  0.99893893 15373
47744 -1.9968575  0.99893895 15373
47745 -1.9968576  0.99893897 15373
47746 -1.9968577  0.998939 15373
47747 -1.9968577  0.99893902 15373
47748 -1.9968578  0.99893904 15373
47749 -1.9968579  0.99893906 15373
47750 -1.9968579  0.99893908 15373
47751 -1.996858  0.99893911 15373
47752 -1.9968581  0.99893913 15373
47753 -1.9968581  0.99893915 15373
47754 -1.9968582  0.99893917 15373
47755 -1.9968583  0.9989392 15373
47756 -1.9968583  0.99893922 15373
47757 -1.9968582  0.9989392 15374
47758 -1.9968578  0.99893907 15376
47759 -1.9968574  0.99893899 15376
47760 -1.9968575  0.998939 15377
47761 -1.9968575  0.99893903 15377
47762 -1.9968576  0.99893905 15377
47763 -1.9968577  0.99893907 15377
47764 -1.9968577  0.99893909 15377
47765 -1.9968578  0.99893912 15377
47766 -1.9968579  0.99893914 15377
47767 -1.9968579  0.99893916 15377
47768 -1.996858  0.99893918 15377
47769 -1.9968581  0.9989392 15377
47770 -1.9968581  0.99893923 15377
47771 -1.9968582  0.99893925 15377
47772 -1.9968583  0.99893927 15377
47773 -1.9968583  0.99893929 15377
47774 -1.9968584  0.99893932 15377
47775 -1.9968585  0.99893934 15377
47776 -1.9968585  0.99893936 15377
47777 -1.9968586  0.99893938 15377
47778 -1.9968586  0.9989394 15377
47779 -1.9968587  0.99893943 15377
47780 -1.9968588  0.99893945 15377
47781 -1.9968588  0.99893947 15377
47782 -1.9968589  0.99893949 15377
47783 -1.996859  0.99893952 15377
47784 -1.996859  0.99893954 15377
47785 -1.9968591  0.99893955 15378
47786 -1.9968589  0.99893952 15379
47787 -1.996859  0.99893954 15379
47788 -1.9968591  0.99893956 15379
47789 -1.9968591  0.99893959 15379
47790 -1.9968592  0.99893961 15379
47791 -1.9968593  0.99893963 15379
47792 -1.9968593  0.99893965 15379
47793 -1.9968591  0.9989396 15381
47794 -1.9968592  0.99893962 15381
47795 -1.9968588  0.99893953 15384
47796 -1.9968586  0.99893949 15385
47797 -1.9968586  0.99893951 15385
47798 -1.9968587  0.99893953 15385
47799 -1.9968588  0.99893956 15386
47800 -1.9968587  0.99893954 15387
47801 -1.9968588  0.99893957 15387
47802 -1.9968588  0.99893959 15387
47803 -1.9968585  0.99893952 15388
47804 -1.9968582  0.99893945 15389
47805 -1.9968583  0.99893948 15389
47806 -1.9968584  0.9989395 15389
47807 -1.9968584  0.99893952 15389
47808 -1.9968585  0.99893954 15389
47809 -1.9968586  0.99893956 15389
47810 -1.9968586  0.99893959 15389
47811 -1.9968587  0.99893961 15389
47812 -1.9968588  0.99893963 15389
47813 -1.9968588  0.99893965 15389
47814 -1.9968589  0.99893967 15389
47815 -1.996859  0.9989397 15389
47816 -1.996859  0.99893972 15389
47817 -1.9968591  0.99893974 15389
47818 -1.9968591  0.99893976 15390
47819 -1.9968588  0.99893968 15392
47820 -1.9968582  0.99893954 15395
47821 -1.9968583  0.99893956 15395
47822 -1.9968581  0.99893951 15396
47823 -1.9968572  0.9989393 15398
47824 -1.9968564  0.99893912 15401
47825 -1.9968564  0.99893912 15403
47826 -1.9968565  0.99893915 15403
47827 -1.9968566  0.99893917 15403
47828 -1.9968566  0.99893919 15403
47829 -1.9968567  0.99893921 15403
47830 -1.9968568  0.99893924 15403
47831 -1.9968568  0.99893926 15403
47832 -1.9968569  0.99893928 15403
47833 -1.996857  0.9989393 15403
47834 -1.996857  0.99893932 15403
47835 -1.9968571  0.99893935 15403
47836 -1.9968572  0.99893937 15403
47837 -1.9968572  0.99893939 15403
47838 -1.9968573  0.99893941 15403
47839 -1.9968574  0.99893943 15403
47840 -1.9968574  0.99893946 15403
47841 -1.9968575  0.99893948 15403
47842 -1.9968576  0.9989395 15403
47843 -1.9968576  0.99893952 15403
47844 -1.9968577  0.99893955 15403
47845 -1.9968578  0.99893957 15403
47846 -1.9968578  0.99893959 15403
47847 -1.9968576  0.99893954 15404
47848 -1.9968572  0.99893945 15404
47849 -1.9968569  0.99893937 15404
47850 -1.9968567  0.99893932 15405
47851 -1.9968565  0.9989393 15407
47852 -1.9968561  0.99893919 15408
47853 -1.9968558  0.99893913 15409
47854 -1.9968559  0.99893915 15409
47855 -1.996856  0.99893917 15409
47856 -1.9968558  0.99893914 15411
47857 -1.9968553  0.99893902 15412
47858 -1.9968549  0.99893893 15412
47859 -1.996855  0.99893896 15413
47860 -1.9968551  0.99893898 15413
47861 -1.9968551  0.998939 15413
47862 -1.9968552  0.99893902 15413
47863 -1.9968553  0.99893904 15413
47864 -1.9968553  0.99893907 15413
47865 -1.9968554  0.99893909 15413
47866 -1.9968555  0.99893911 15413
47867 -1.9968555  0.99893913 15413
